,0
increment_0,0.0
increment_30,0.0
increment_60,0.0
increment_90,2034.2834551967246
increment_120,10031.147019641801
increment_150,18504.33666940859
increment_180,23363.438890771762
increment_210,23899.59769843386
increment_240,23925.07499612414
increment_270,23925.07499612414
increment_300,23925.07499612414
increment_330,23925.07499612414
increment_360,23925.07499612414
increment_390,23925.07499612414
increment_420,23925.07499612414
increment_450,23925.07499612414
increment_480,23925.07499612414
increment_510,23925.07499612414
increment_540,23925.07499612414
increment_570,23925.07499612414
increment_600,23925.07499612414
increment_630,23925.07499612414
increment_660,23925.07499612414
increment_690,23925.07499612414
increment_720,23925.07499612414
increment_750,23925.07499612414
increment_780,23925.07499612414
increment_810,23925.07499612414
increment_840,23925.07499612414
increment_870,23925.07499612414
increment_900,23925.07499612414
increment_930,23925.07499612414
increment_960,23925.07499612414
increment_990,23925.07499612414
increment_1020,23925.07499612414
increment_1050,23925.07499612414
increment_1080,23925.07499612414
increment_1110,23925.07499612414
increment_1140,23925.07499612414
increment_1170,23925.07499612414
increment_1200,23925.07499612414
increment_1230,23925.07499612414
increment_1260,23925.07499612414
increment_1290,23925.07499612414
increment_1320,23925.07499612414
increment_1350,23925.07499612414
increment_1380,23925.07499612414
increment_1410,23925.07499612414
increment_1440,23925.07499612414
increment_1470,23925.07499612414
increment_1500,23925.07499612414
increment_1530,23925.07499612414
increment_1560,23925.07499612414
increment_1590,23925.07499612414
increment_1620,23925.07499612414
increment_1650,23925.07499612414
increment_1680,23925.07499612414
increment_1710,23925.07499612414
increment_1740,23925.07499612414
increment_1770,23925.07499612414
increment_1800,23925.07499612414
increment_1830,23925.07499612414
increment_1860,23925.07499612414
increment_1890,23925.07499612414
increment_1920,23925.07499612414
increment_1950,23925.07499612414
increment_1980,23925.07499612414
increment_2010,23925.07499612414
increment_2040,23925.07499612414
increment_2070,23925.07499612414
increment_2100,23925.07499612414
increment_2130,23925.07499612414
increment_2160,23925.07499612414
increment_2190,23925.07499612414
increment_2220,23925.07499612414
increment_2250,23925.07499612414
increment_2280,23925.07499612414
increment_2310,23925.07499612414
increment_2340,23925.07499612414
increment_2370,23925.07499612414
increment_2400,23925.07499612414
increment_2430,23925.07499612414
increment_2460,23925.07499612414
increment_2490,23925.07499612414
increment_2520,23925.07499612414
increment_2550,23925.07499612414
increment_2580,23925.07499612414
increment_2610,23925.07499612414
increment_2640,23925.07499612414
increment_2670,23925.07499612414
increment_2700,23925.07499612414
increment_2730,23925.07499612414
increment_2760,23925.07499612414
increment_2790,23925.07499612414
increment_2820,23925.07499612414
increment_2850,23925.07499612414
increment_2880,23925.07499612414
increment_2910,23925.07499612414
increment_2940,23925.07499612414
increment_2970,23925.07499612414
increment_3000,23925.07499612414
increment_3030,23925.07499612414
increment_3060,23925.07499612414
increment_3090,23925.07499612414
increment_3120,23925.07499612414
increment_3150,23925.07499612414
increment_3180,23925.07499612414
increment_3210,23925.07499612414
increment_3240,23925.07499612414
increment_3270,23925.07499612414
increment_3300,23925.07499612414
increment_3330,23925.07499612414
increment_3360,23925.07499612414
increment_3390,23925.07499612414
increment_3420,23925.07499612414
increment_3450,23925.07499612414
increment_3480,23925.07499612414
increment_3510,23925.07499612414
increment_3540,23925.07499612414
increment_3570,23925.07499612414
increment_3600,23925.07499612414
increment_3630,23925.07499612414
increment_3660,23925.07499612414
increment_3690,23925.07499612414
increment_3720,23925.07499612414
increment_3750,23925.07499612414
increment_3780,23925.07499612414
increment_3810,23925.07499612414
increment_3840,23925.07499612414
increment_3870,23925.07499612414
increment_3900,23925.07499612414
increment_3930,23925.07499612414
increment_3960,23925.07499612414
increment_3990,23925.07499612414
increment_4020,23925.07499612414
increment_4050,23925.07499612414
increment_4080,23925.07499612414
increment_4110,23925.07499612414
increment_4140,23925.07499612414
increment_4170,23925.07499612414
increment_4200,23925.07499612414
increment_4230,23925.07499612414
increment_4260,23925.07499612414
increment_4290,23925.07499612414
increment_4320,23925.07499612414
increment_4350,23925.07499612414
increment_4380,23925.07499612414
increment_4410,23925.07499612414
