,0
increment_0,0.0
increment_30,0.0
increment_60,0.0
increment_90,2414.3070488020303
increment_120,8986.250724910986
increment_150,13083.026151660306
increment_180,14092.53516676532
increment_210,14196.042772883733
increment_240,14196.042772883733
increment_270,14196.042772883733
increment_300,14196.042772883733
increment_330,14196.042772883733
increment_360,14196.042772883733
increment_390,14196.042772883733
increment_420,14196.042772883733
increment_450,14196.042772883733
increment_480,14196.042772883733
increment_510,14196.042772883733
increment_540,14196.042772883733
increment_570,14196.042772883733
increment_600,14196.042772883733
increment_630,14196.042772883733
increment_660,14196.042772883733
increment_690,14196.042772883733
increment_720,14196.042772883733
increment_750,14196.042772883733
increment_780,14196.042772883733
increment_810,14196.042772883733
increment_840,14196.042772883733
increment_870,14196.042772883733
increment_900,14196.042772883733
increment_930,14196.042772883733
increment_960,14196.042772883733
increment_990,14196.042772883733
increment_1020,14196.042772883733
increment_1050,14196.042772883733
increment_1080,14196.042772883733
increment_1110,14196.042772883733
increment_1140,14196.042772883733
increment_1170,14196.042772883733
increment_1200,14196.042772883733
increment_1230,14196.042772883733
increment_1260,14196.042772883733
increment_1290,14196.042772883733
increment_1320,14196.042772883733
increment_1350,14196.042772883733
increment_1380,14196.042772883733
increment_1410,14196.042772883733
increment_1440,14196.042772883733
increment_1470,15542.640021530802
increment_1500,15542.640021530802
increment_1530,15542.640021530802
increment_1560,15542.640021530802
increment_1590,15542.640021530802
increment_1620,15542.640021530802
increment_1650,15542.640021530802
increment_1680,15542.640021530802
increment_1710,15542.640021530802
increment_1740,15542.640021530802
increment_1770,15542.640021530802
increment_1800,15542.640021530802
increment_1830,15542.640021530802
increment_1860,15542.640021530802
increment_1890,15542.640021530802
increment_1920,15542.640021530802
increment_1950,15542.640021530802
increment_1980,15542.640021530802
increment_2010,15542.640021530802
increment_2040,15542.640021530802
increment_2070,15542.640021530802
increment_2100,15542.640021530802
increment_2130,15542.640021530802
increment_2160,15542.640021530802
increment_2190,15542.640021530802
increment_2220,15542.640021530802
increment_2250,15542.640021530802
increment_2280,15542.640021530802
increment_2310,15542.640021530802
increment_2340,15542.640021530802
increment_2370,15542.640021530802
increment_2400,15542.640021530802
increment_2430,15542.640021530802
increment_2460,15542.640021530802
increment_2490,15542.640021530802
increment_2520,15542.640021530802
increment_2550,15542.640021530802
increment_2580,15542.640021530802
increment_2610,15542.640021530802
increment_2640,15542.640021530802
increment_2670,15542.640021530802
increment_2700,15542.640021530802
increment_2730,15542.640021530802
increment_2760,15542.640021530802
increment_2790,15542.640021530802
increment_2820,15542.640021530802
increment_2850,15542.640021530802
increment_2880,15542.640021530802
increment_2910,15542.640021530802
increment_2940,15542.640021530802
increment_2970,15542.640021530802
increment_3000,15542.640021530802
increment_3030,15542.640021530802
increment_3060,15542.640021530802
increment_3090,15542.640021530802
increment_3120,15542.640021530802
increment_3150,15542.640021530802
increment_3180,15542.640021530802
increment_3210,15542.640021530802
increment_3240,15542.640021530802
increment_3270,15542.640021530802
increment_3300,15542.640021530802
increment_3330,15542.640021530802
increment_3360,15542.640021530802
increment_3390,15542.640021530802
increment_3420,15542.640021530802
increment_3450,15542.640021530802
increment_3480,15542.640021530802
increment_3510,15542.640021530802
increment_3540,15542.640021530802
increment_3570,15542.640021530802
increment_3600,15542.640021530802
increment_3630,15542.640021530802
increment_3660,15542.640021530802
increment_3690,15542.640021530802
increment_3720,15542.640021530802
increment_3750,15542.640021530802
increment_3780,15542.640021530802
increment_3810,15542.640021530802
increment_3840,15542.640021530802
increment_3870,15542.640021530802
increment_3900,15542.640021530802
increment_3930,15542.640021530802
increment_3960,15542.640021530802
increment_3990,15542.640021530802
increment_4020,15542.640021530802
increment_4050,15542.640021530802
increment_4080,15542.640021530802
increment_4110,15542.640021530802
increment_4140,15542.640021530802
increment_4170,15542.640021530802
increment_4200,15542.640021530802
increment_4230,15542.640021530802
increment_4260,15542.640021530802
increment_4290,15542.640021530802
increment_4320,15542.640021530802
increment_4350,15542.640021530802
increment_4380,15542.640021530802
increment_4410,15542.640021530802
