,0
increment_0,0.0
increment_30,0.0
increment_60,0.0
increment_90,2166.922562994574
increment_120,9291.814269801982
increment_150,16520.098853318552
increment_180,18889.28044914544
increment_210,18889.28044914544
increment_240,18889.28044914544
increment_270,18889.28044914544
increment_300,18889.28044914544
increment_330,18889.28044914544
increment_360,18889.28044914544
increment_390,18889.28044914544
increment_420,18889.28044914544
increment_450,18889.28044914544
increment_480,18889.28044914544
increment_510,18889.28044914544
increment_540,18889.28044914544
increment_570,18889.28044914544
increment_600,18889.28044914544
increment_630,18889.28044914544
increment_660,18889.28044914544
increment_690,18889.28044914544
increment_720,18889.28044914544
increment_750,18889.28044914544
increment_780,18889.28044914544
increment_810,18889.28044914544
increment_840,18889.28044914544
increment_870,18889.28044914544
increment_900,18889.28044914544
increment_930,18889.28044914544
increment_960,18889.28044914544
increment_990,18889.28044914544
increment_1020,18889.28044914544
increment_1050,18889.28044914544
increment_1080,18889.28044914544
increment_1110,18889.28044914544
increment_1140,18889.28044914544
increment_1170,18889.28044914544
increment_1200,18889.28044914544
increment_1230,18889.28044914544
increment_1260,18889.28044914544
increment_1290,18889.28044914544
increment_1320,18889.28044914544
increment_1350,18889.28044914544
increment_1380,18889.28044914544
increment_1410,18889.28044914544
increment_1440,18889.28044914544
increment_1470,18889.28044914544
increment_1500,18889.28044914544
increment_1530,19887.54736799617
increment_1560,19887.54736799617
increment_1590,19887.54736799617
increment_1620,19887.54736799617
increment_1650,19887.54736799617
increment_1680,19887.54736799617
increment_1710,19887.54736799617
increment_1740,19887.54736799617
increment_1770,19887.54736799617
increment_1800,19887.54736799617
increment_1830,19887.54736799617
increment_1860,19887.54736799617
increment_1890,19887.54736799617
increment_1920,19887.54736799617
increment_1950,19887.54736799617
increment_1980,19887.54736799617
increment_2010,19887.54736799617
increment_2040,19887.54736799617
increment_2070,19887.54736799617
increment_2100,19887.54736799617
increment_2130,19887.54736799617
increment_2160,19887.54736799617
increment_2190,19887.54736799617
increment_2220,19887.54736799617
increment_2250,19887.54736799617
increment_2280,19887.54736799617
increment_2310,19887.54736799617
increment_2340,19887.54736799617
increment_2370,19887.54736799617
increment_2400,19887.54736799617
increment_2430,19887.54736799617
increment_2460,19887.54736799617
increment_2490,19887.54736799617
increment_2520,19887.54736799617
increment_2550,19887.54736799617
increment_2580,19887.54736799617
increment_2610,19887.54736799617
increment_2640,19887.54736799617
increment_2670,19887.54736799617
increment_2700,19887.54736799617
increment_2730,19887.54736799617
increment_2760,19887.54736799617
increment_2790,19887.54736799617
increment_2820,19887.54736799617
increment_2850,19887.54736799617
increment_2880,19887.54736799617
increment_2910,19887.54736799617
increment_2940,19887.54736799617
increment_2970,19887.54736799617
increment_3000,19887.54736799617
increment_3030,19887.54736799617
increment_3060,19887.54736799617
increment_3090,19887.54736799617
increment_3120,19887.54736799617
increment_3150,19887.54736799617
increment_3180,19887.54736799617
increment_3210,19887.54736799617
increment_3240,19887.54736799617
increment_3270,19887.54736799617
increment_3300,19887.54736799617
increment_3330,19887.54736799617
increment_3360,19887.54736799617
increment_3390,19887.54736799617
increment_3420,19887.54736799617
increment_3450,19887.54736799617
increment_3480,19887.54736799617
increment_3510,19887.54736799617
increment_3540,19887.54736799617
increment_3570,19887.54736799617
increment_3600,19887.54736799617
increment_3630,19887.54736799617
increment_3660,19887.54736799617
increment_3690,19887.54736799617
increment_3720,19887.54736799617
increment_3750,19887.54736799617
increment_3780,19887.54736799617
increment_3810,19887.54736799617
increment_3840,19887.54736799617
increment_3870,19887.54736799617
increment_3900,19887.54736799617
increment_3930,19887.54736799617
increment_3960,19887.54736799617
increment_3990,19887.54736799617
increment_4020,19887.54736799617
increment_4050,19887.54736799617
increment_4080,19887.54736799617
increment_4110,19887.54736799617
increment_4140,19887.54736799617
increment_4170,19887.54736799617
increment_4200,19887.54736799617
increment_4230,19887.54736799617
increment_4260,19887.54736799617
increment_4290,19887.54736799617
increment_4320,19887.54736799617
increment_4350,19887.54736799617
increment_4380,19887.54736799617
increment_4410,19887.54736799617
