,0
increment_0,0.0
increment_30,0.0
increment_60,0.0
increment_90,3495.1846658680156
increment_120,7509.327798949251
increment_150,9187.586935483081
increment_180,9319.761191703788
increment_210,9414.35484912853
increment_240,9414.35484912853
increment_270,9414.35484912853
increment_300,9414.35484912853
increment_330,9414.35484912853
increment_360,9414.35484912853
increment_390,9414.35484912853
increment_420,9414.35484912853
increment_450,9414.35484912853
increment_480,9414.35484912853
increment_510,9414.35484912853
increment_540,9414.35484912853
increment_570,9414.35484912853
increment_600,9414.35484912853
increment_630,9414.35484912853
increment_660,9414.35484912853
increment_690,9414.35484912853
increment_720,9414.35484912853
increment_750,9414.35484912853
increment_780,9414.35484912853
increment_810,9414.35484912853
increment_840,9414.35484912853
increment_870,9414.35484912853
increment_900,9414.35484912853
increment_930,9414.35484912853
increment_960,9414.35484912853
increment_990,9414.35484912853
increment_1020,9414.35484912853
increment_1050,9414.35484912853
increment_1080,9414.35484912853
increment_1110,9414.35484912853
increment_1140,9414.35484912853
increment_1170,9414.35484912853
increment_1200,9414.35484912853
increment_1230,9414.35484912853
increment_1260,9414.35484912853
increment_1290,9414.35484912853
increment_1320,9414.35484912853
increment_1350,9414.35484912853
increment_1380,9414.35484912853
increment_1410,9414.35484912853
increment_1440,9414.35484912853
increment_1470,9414.35484912853
increment_1500,9414.35484912853
increment_1530,9414.35484912853
increment_1560,9414.35484912853
increment_1590,9414.35484912853
increment_1620,9414.35484912853
increment_1650,9414.35484912853
increment_1680,9414.35484912853
increment_1710,9414.35484912853
increment_1740,9414.35484912853
increment_1770,9414.35484912853
increment_1800,9414.35484912853
increment_1830,9414.35484912853
increment_1860,9414.35484912853
increment_1890,9414.35484912853
increment_1920,9414.35484912853
increment_1950,9414.35484912853
increment_1980,9414.35484912853
increment_2010,9414.35484912853
increment_2040,9414.35484912853
increment_2070,9414.35484912853
increment_2100,9414.35484912853
increment_2130,9414.35484912853
increment_2160,9414.35484912853
increment_2190,9414.35484912853
increment_2220,9414.35484912853
increment_2250,9414.35484912853
increment_2280,9414.35484912853
increment_2310,9414.35484912853
increment_2340,9414.35484912853
increment_2370,9414.35484912853
increment_2400,9414.35484912853
increment_2430,9414.35484912853
increment_2460,9414.35484912853
increment_2490,9414.35484912853
increment_2520,9414.35484912853
increment_2550,9414.35484912853
increment_2580,9414.35484912853
increment_2610,9414.35484912853
increment_2640,9414.35484912853
increment_2670,9414.35484912853
increment_2700,9414.35484912853
increment_2730,9414.35484912853
increment_2760,9414.35484912853
increment_2790,9414.35484912853
increment_2820,9414.35484912853
increment_2850,9414.35484912853
increment_2880,9414.35484912853
increment_2910,9414.35484912853
increment_2940,9414.35484912853
increment_2970,9414.35484912853
increment_3000,9414.35484912853
increment_3030,9414.35484912853
increment_3060,9414.35484912853
increment_3090,9414.35484912853
increment_3120,9414.35484912853
increment_3150,9414.35484912853
increment_3180,9414.35484912853
increment_3210,9414.35484912853
increment_3240,9414.35484912853
increment_3270,9414.35484912853
increment_3300,9414.35484912853
increment_3330,9414.35484912853
increment_3360,9414.35484912853
increment_3390,9414.35484912853
increment_3420,9414.35484912853
increment_3450,9414.35484912853
increment_3480,9414.35484912853
increment_3510,9414.35484912853
increment_3540,9414.35484912853
increment_3570,9414.35484912853
increment_3600,9414.35484912853
increment_3630,9414.35484912853
increment_3660,9414.35484912853
increment_3690,9414.35484912853
increment_3720,9414.35484912853
increment_3750,9414.35484912853
increment_3780,9414.35484912853
increment_3810,9414.35484912853
increment_3840,9414.35484912853
increment_3870,9414.35484912853
increment_3900,9414.35484912853
increment_3930,9414.35484912853
increment_3960,9414.35484912853
increment_3990,9414.35484912853
increment_4020,9414.35484912853
increment_4050,9414.35484912853
increment_4080,9414.35484912853
increment_4110,9414.35484912853
increment_4140,9414.35484912853
increment_4170,9414.35484912853
increment_4200,9414.35484912853
increment_4230,9414.35484912853
increment_4260,9414.35484912853
increment_4290,9414.35484912853
increment_4320,9414.35484912853
increment_4350,9414.35484912853
increment_4380,9414.35484912853
increment_4410,9414.35484912853
