,0
increment_0,0.0
increment_30,0.0
increment_60,0.0
increment_90,0.0
increment_120,0.0
increment_150,0.0
increment_180,0.0
increment_210,0.0
increment_240,0.0
increment_270,0.0
increment_300,0.0
increment_330,0.0
increment_360,0.0
increment_390,0.0
increment_420,0.0
increment_450,0.0
increment_480,0.0
increment_510,2173.245895231536
increment_540,2173.245895231536
increment_570,2173.245895231536
increment_600,2173.245895231536
increment_630,2173.245895231536
increment_660,2173.245895231536
increment_690,2173.245895231536
increment_720,2173.245895231536
increment_750,2173.245895231536
increment_780,2173.245895231536
increment_810,2173.245895231536
increment_840,2173.245895231536
increment_870,2173.245895231536
increment_900,2173.245895231536
increment_930,2173.245895231536
increment_960,2173.245895231536
increment_990,2173.245895231536
increment_1020,2173.245895231536
increment_1050,2173.245895231536
increment_1080,2173.245895231536
increment_1110,2173.245895231536
increment_1140,2173.245895231536
increment_1170,2176.679785471687
increment_1200,2176.679785471687
increment_1230,6780.664571637039
increment_1260,6780.664571637039
increment_1290,6780.664571637039
increment_1320,6780.664571637039
increment_1350,6780.664571637039
increment_1380,6780.664571637039
increment_1410,6780.664571637039
increment_1440,6780.664571637039
increment_1470,49481.036796959444
increment_1500,49481.036796959444
increment_1530,49481.036796959444
increment_1560,49481.036796959444
increment_1590,49481.036796959444
increment_1620,49481.036796959444
increment_1650,49481.036796959444
increment_1680,49481.036796959444
increment_1710,49481.036796959444
increment_1740,49481.036796959444
increment_1770,49481.036796959444
increment_1800,49481.036796959444
increment_1830,49481.036796959444
increment_1860,49481.036796959444
increment_1890,49481.036796959444
increment_1920,49481.036796959444
increment_1950,49481.036796959444
increment_1980,49481.036796959444
increment_2010,49481.036796959444
increment_2040,49481.036796959444
increment_2070,49481.036796959444
increment_2100,49481.036796959444
increment_2130,49481.036796959444
increment_2160,49481.036796959444
increment_2190,49481.036796959444
increment_2220,49481.036796959444
increment_2250,49481.036796959444
increment_2280,49481.036796959444
increment_2310,49481.036796959444
increment_2340,49481.036796959444
increment_2370,49481.036796959444
increment_2400,49481.036796959444
increment_2430,49481.036796959444
increment_2460,49481.036796959444
increment_2490,49481.036796959444
increment_2520,49481.036796959444
increment_2550,49481.036796959444
increment_2580,49481.036796959444
increment_2610,49481.036796959444
increment_2640,49481.036796959444
increment_2670,49774.675568450315
increment_2700,49774.675568450315
increment_2730,49774.675568450315
increment_2760,49774.675568450315
increment_2790,49774.675568450315
increment_2820,49774.675568450315
increment_2850,49774.675568450315
increment_2880,49774.675568450315
increment_2910,53174.453512620676
increment_2940,53174.453512620676
increment_2970,53174.453512620676
increment_3000,53174.453512620676
increment_3030,53174.453512620676
increment_3060,53174.453512620676
increment_3090,53174.453512620676
increment_3120,53174.453512620676
increment_3150,53174.453512620676
increment_3180,53174.453512620676
increment_3210,53174.453512620676
increment_3240,53174.453512620676
increment_3270,53174.453512620676
increment_3300,53174.453512620676
increment_3330,53174.453512620676
increment_3360,53174.453512620676
increment_3390,53174.453512620676
increment_3420,53174.453512620676
increment_3450,53174.453512620676
increment_3480,53174.453512620676
increment_3510,53174.453512620676
increment_3540,53174.453512620676
increment_3570,53174.453512620676
increment_3600,53174.453512620676
increment_3630,53174.453512620676
increment_3660,53174.453512620676
increment_3690,53174.453512620676
increment_3720,53174.453512620676
increment_3750,53174.453512620676
increment_3780,53174.453512620676
increment_3810,53174.453512620676
increment_3840,53174.453512620676
increment_3870,53174.453512620676
increment_3900,53174.453512620676
increment_3930,53174.453512620676
increment_3960,53174.453512620676
increment_3990,53174.453512620676
increment_4020,53174.453512620676
increment_4050,53174.453512620676
increment_4080,53174.453512620676
increment_4110,53174.453512620676
increment_4140,53174.453512620676
increment_4170,53174.453512620676
increment_4200,53174.453512620676
increment_4230,53174.453512620676
increment_4260,53174.453512620676
increment_4290,53174.453512620676
increment_4320,53174.453512620676
increment_4350,53174.453512620676
increment_4380,53174.453512620676
increment_4410,53174.453512620676
increment_4440,53174.453512620676
increment_4470,53174.453512620676
increment_4500,53174.453512620676
increment_4530,53174.453512620676
